0_1,1_2,1_3,0_4,1_5,1_6,0_7,0_8,1_9,1_10,0_11,0_12,2_13,1_14,0_15,0_16
1_1,0_2,0_3,1_4,0_5,0_6,0_7,1_8,1_9,1_10,0_11,0_12,4_13,1_14,0_15,1_16
0_1,1_2,1_3,0_4,1_5,0_6,0_7,0_8,1_9,1_10,0_11,0_12,2_13,1_14,0_15,1_16
0_1,0_2,1_3,0_4,0_5,0_6,0_7,0_8,0_9,1_10,0_11,0_12,6_13,0_14,0_15,0_16
0_1,0_2,1_3,0_4,0_5,1_6,1_7,1_8,1_9,1_10,0_11,0_12,4_13,0_14,0_15,0_16
0_1,0_2,1_3,0_4,0_5,1_6,1_7,1_8,1_9,1_10,1_11,0_12,4_13,0_14,0_15,0_16
1_1,0_2,0_3,1_4,1_5,0_6,0_7,1_8,1_9,1_10,0_11,0_12,2_13,1_14,0_15,0_16
1_1,0_2,0_3,1_4,0_5,0_6,0_7,1_8,1_9,1_10,0_11,0_12,4_13,1_14,0_15,1_16
1_1,0_2,0_3,1_4,0_5,0_6,1_7,1_8,1_9,1_10,0_11,0_12,2_13,0_14,1_15,1_16
0_1,0_2,1_3,0_4,1_5,0_6,0_7,0_8,0_9,1_10,0_11,0_12,6_13,0_14,0_15,0_16
1_1,0_2,0_3,1_4,0_5,0_6,0_7,1_8,1_9,1_10,0_11,0_12,4_13,1_14,1_15,1_16
1_1,0_2,0_3,1_4,0_5,0_6,0_7,1_8,1_9,1_10,0_11,0_12,2_13,0_14,0_15,1_16
0_1,1_2,1_3,0_4,1_5,1_6,1_7,0_8,1_9,1_10,0_11,0_12,2_13,1_14,0_15,0_16
0_1,0_2,1_3,0_4,0_5,1_6,0_7,1_8,1_9,0_10,0_11,1_12,0_13,1_14,0_15,0_16
1_1,0_2,0_3,1_4,0_5,0_6,0_7,1_8,1_9,1_10,0_11,0_12,4_13,1_14,1_15,0_16
1_1,0_2,0_3,1_4,0_5,0_6,0_7,1_8,1_9,1_10,0_11,0_12,4_13,1_14,0_15,0_16
0_1,1_2,1_3,0_4,1_5,0_6,1_7,0_8,1_9,1_10,0_11,0_12,2_13,1_14,0_15,0_16
0_1,0_2,1_3,0_4,0_5,1_6,1_7,1_8,1_9,0_10,0_11,1_12,0_13,1_14,0_15,0_16
1_1,0_2,1_3,0_4,1_5,0_6,0_7,0_8,0_9,1_10,1_11,0_12,6_13,0_14,1_15,0_16
1_1,0_2,1_3,0_4,1_5,0_6,0_7,0_8,0_9,1_10,0_11,0_12,6_13,0_14,0_15,0_16
0_1,1_2,1_3,0_4,0_5,0_6,1_7,0_8,1_9,1_10,0_11,0_12,2_13,1_14,0_15,0_16
0_1,0_2,1_3,0_4,1_5,0_6,1_7,0_8,0_9,1_10,0_11,0_12,6_13,0_14,0_15,0_16
0_1,1_2,1_3,0_4,1_5,0_6,0_7,0_8,1_9,1_10,0_11,0_12,2_13,1_14,0_15,0_16
1_1,0_2,0_3,1_4,0_5,0_6,1_7,1_8,1_9,1_10,0_11,0_12,4_13,1_14,0_15,1_16
1_1,0_2,0_3,1_4,0_5,0_6,1_7,1_8,1_9,1_10,0_11,0_12,4_13,1_14,0_15,1_16
0_1,0_2,1_3,0_4,0_5,1_6,1_7,0_8,0_9,0_10,0_11,0_12,6_13,0_14,0_15,0_16
1_1,0_2,0_3,1_4,0_5,0_6,1_7,1_8,1_9,1_10,0_11,0_12,4_13,1_14,0_15,1_16
1_1,0_2,0_3,1_4,0_5,1_6,1_7,1_8,1_9,1_10,0_11,0_12,4_13,1_14,0_15,1_16
1_1,0_2,0_3,1_4,0_5,0_6,1_7,1_8,1_9,1_10,0_11,0_12,4_13,1_14,0_15,0_16
1_1,0_2,0_3,1_4,0_5,0_6,1_7,1_8,1_9,1_10,0_11,0_12,4_13,1_14,0_15,1_16
1_1,0_2,1_3,0_4,1_5,0_6,0_7,0_8,0_9,1_10,0_11,0_12,6_13,0_14,0_15,0_16
0_1,0_2,1_3,0_4,0_5,1_6,1_7,1_8,1_9,1_10,0_11,0_12,4_13,1_14,0_15,0_16
0_1,0_2,1_3,0_4,0_5,1_6,1_7,0_8,0_9,0_10,0_11,0_12,8_13,0_14,0_15,1_16
1_1,0_2,0_3,1_4,0_5,0_6,1_7,1_8,1_9,1_10,0_11,0_12,4_13,1_14,0_15,0_16
1_1,0_2,0_3,1_4,0_5,0_6,0_7,1_8,1_9,1_10,0_11,0_12,4_13,1_14,0_15,1_16
0_1,1_2,1_3,0_4,0_5,0_6,0_7,0_8,1_9,1_10,0_11,0_12,2_13,1_14,0_15,1_16
0_1,1_2,1_3,0_4,1_5,0_6,0_7,0_8,1_9,1_10,0_11,0_12,2_13,1_14,1_15,0_16
0_1,1_2,1_3,0_4,0_5,1_6,1_7,0_8,1_9,1_10,0_11,0_12,2_13,1_14,0_15,1_16
0_1,1_2,1_3,0_4,1_5,0_6,0_7,0_8,1_9,1_10,0_11,0_12,2_13,1_14,0_15,0_16
0_1,0_2,1_3,0_4,0_5,1_6,1_7,1_8,1_9,0_10,0_11,1_12,0_13,1_14,0_15,1_16
0_1,0_2,1_3,0_4,0_5,1_6,1_7,1_8,1_9,0_10,0_11,1_12,0_13,1_14,0_15,0_16
0_1,0_2,1_3,0_4,0_5,0_6,1_7,1_8,1_9,1_10,1_11,0_12,0_13,1_14,0_15,0_16
1_1,0_2,1_3,1_4,0_5,1_6,1_7,0_8,1_9,1_10,0_11,0_12,4_13,1_14,0_15,1_16
1_1,0_2,0_3,1_4,0_5,0_6,1_7,1_8,1_9,1_10,0_11,0_12,4_13,1_14,0_15,1_16
1_1,0_2,0_3,1_4,0_5,0_6,0_7,1_8,1_9,1_10,0_11,0_12,4_13,1_14,1_15,1_16
0_1,0_2,0_3,1_4,0_5,1_6,1_7,1_8,1_9,1_10,0_11,1_12,0_13,1_14,0_15,1_16
1_1,0_2,0_3,1_4,0_5,0_6,1_7,1_8,1_9,1_10,0_11,0_12,4_13,1_14,0_15,1_16
1_1,0_2,0_3,1_4,0_5,0_6,1_7,1_8,1_9,1_10,0_11,0_12,4_13,1_14,1_15,1_16
1_1,0_2,0_3,1_4,0_5,0_6,1_7,1_8,1_9,1_10,0_11,0_12,4_13,1_14,0_15,1_16
1_1,0_2,0_3,1_4,0_5,0_6,0_7,1_8,1_9,1_10,0_11,0_12,4_13,1_14,1_15,1_16
0_1,1_2,1_3,0_4,0_5,0_6,1_7,0_8,1_9,1_10,0_11,0_12,2_13,1_14,0_15,1_16
0_1,0_2,0_3,0_4,0_5,0_6,1_7,0_8,0_9,1_10,1_11,0_12,8_13,1_14,0_15,0_16
0_1,0_2,1_3,0_4,0_5,1_6,0_7,1_8,1_9,0_10,0_11,1_12,0_13,1_14,0_15,0_16
1_1,0_2,0_3,1_4,0_5,1_6,1_7,1_8,1_9,1_10,0_11,1_12,0_13,0_14,0_15,1_16
1_1,0_2,0_3,1_4,0_5,1_6,1_7,1_8,1_9,1_10,0_11,1_12,2_13,1_14,0_15,1_16
0_1,0_2,0_3,0_4,0_5,1_6,1_7,1_8,1_9,0_10,1_11,0_12,0_13,1_14,0_15,0_16
0_1,0_2,1_3,0_4,0_5,1_6,1_7,0_8,0_9,0_10,1_11,0_12,0_13,0_14,0_15,0_16
0_1,1_2,1_3,0_4,1_5,1_6,1_7,0_8,1_9,1_10,0_11,0_12,2_13,1_14,0_15,0_16
0_1,1_2,1_3,0_4,1_5,1_6,1_7,0_8,1_9,1_10,0_11,0_12,2_13,1_14,0_15,0_16
0_1,0_2,1_3,0_4,0_5,0_6,1_7,1_8,1_9,1_10,0_11,0_12,0_13,1_14,0_15,0_16
0_1,0_2,1_3,0_4,0_5,0_6,0_7,0_8,0_9,1_10,0_11,0_12,0_13,0_14,0_15,0_16
0_1,0_2,1_3,0_4,0_5,1_6,0_7,1_8,1_9,0_10,0_11,1_12,0_13,1_14,0_15,0_16
0_1,1_2,1_3,0_4,1_5,0_6,0_7,0_8,1_9,1_10,0_11,0_12,2_13,1_14,0_15,0_16
1_1,0_2,0_3,1_4,0_5,0_6,0_7,1_8,1_9,1_10,0_11,0_12,2_13,1_14,0_15,0_16
0_1,0_2,1_3,0_4,0_5,1_6,1_7,0_8,0_9,0_10,0_11,0_12,5_13,0_14,0_15,0_16
0_1,0_2,1_3,0_4,0_5,1_6,1_7,1_8,1_9,0_10,1_11,1_12,0_13,1_14,0_15,1_16
0_1,1_2,1_3,0_4,1_5,1_6,0_7,0_8,1_9,1_10,0_11,0_12,2_13,1_14,0_15,1_16
0_1,0_2,1_3,0_4,0_5,0_6,0_7,0_8,0_9,1_10,0_11,0_12,6_13,0_14,0_15,0_16
0_1,0_2,1_3,0_4,0_5,1_6,0_7,1_8,1_9,1_10,0_11,0_12,4_13,0_14,0_15,0_16
0_1,0_2,1_3,0_4,0_5,0_6,0_7,0_8,1_9,1_10,0_11,0_12,4_13,1_14,0_15,1_16
0_1,0_2,1_3,0_4,0_5,0_6,1_7,1_8,1_9,1_10,0_11,0_12,4_13,1_14,0_15,0_16
0_1,0_2,1_3,0_4,0_5,1_6,1_7,1_8,1_9,0_10,0_11,1_12,0_13,1_14,0_15,1_16
1_1,0_2,0_3,1_4,1_5,0_6,0_7,1_8,1_9,1_10,0_11,0_12,2_13,1_14,0_15,0_16
1_1,0_2,0_3,1_4,0_5,0_6,0_7,1_8,1_9,1_10,0_11,0_12,4_13,1_14,0_15,0_16
0_1,1_2,1_3,0_4,1_5,0_6,1_7,0_8,1_9,1_10,0_11,0_12,2_13,1_14,0_15,1_16
1_1,0_2,0_3,1_4,0_5,0_6,0_7,1_8,1_9,1_10,0_11,0_12,2_13,1_14,0_15,1_16
1_1,0_2,1_3,0_4,1_5,0_6,0_7,0_8,0_9,1_10,1_11,0_12,6_13,0_14,0_15,0_16
1_1,0_2,0_3,1_4,0_5,0_6,1_7,1_8,1_9,1_10,0_11,0_12,4_13,1_14,0_15,1_16
0_1,0_2,1_3,0_4,0_5,0_6,0_7,0_8,0_9,1_10,0_11,0_12,0_13,0_14,0_15,0_16
0_1,1_2,1_3,0_4,1_5,0_6,0_7,0_8,1_9,1_10,0_11,0_12,2_13,1_14,0_15,0_16
